BarcodeID,TripID,Date,GearID,TimeDay,TimeBegin,TimeElapsed,DepthTotal,DepthSample,DepthIntegrated,Velocity,Volume,Temperature,Discharge,Stage,SpC,FlagStrange,Notes
D05929,LF20081104,11/5/2008,4,Crepuscular,7:21:00,369,NA,NA,1,0.3,22.16,12.2,11600,8.94,720,0,Discharge = 7480 cfs. Original SampleID 114. Barcode retroactively assigned (2017-07-06 JDM).
D05930,LF20081104,11/5/2008,4,Crepuscular,7:11:00,334,NA,NA,1,0.29,19.43,12.2,11600,8.94,720,0,Discharge = 7430 cfs. Original SampleID 113. Barcode retroactively assigned (2017-07-06 JDM).
D05931,LF20081104,11/5/2008,4,Crepuscular,7:31:00,345,NA,NA,1,0.29,20.13,12.2,11300,8.89,720,0,Discharge = 7530 cfs. Original SampleID 115. Barcode retroactively assigned (2017-07-06 JDM).
D05949,LF20081122,11/22/2008,4,Crepuscular,18:28:00,333,NA,NA,1,0.38,25.45,13.1,9120,8.34,718,0,Discharge = 11900 cfs. Original SampleID 127. Barcode retroactively assigned (2017-07-06 JDM).
D05950,LF20081122,11/22/2008,4,Crepuscular,18:09:00,334,NA,NA,1,0.37,24.77,13.1,9050,8.32,718,0,Discharge = 11500 cfs. Original SampleID 125. Barcode retroactively assigned (2017-07-06 JDM).
D05951,LF20081122,11/22/2008,4,Crepuscular,18:18:00,370,NA,NA,1,0.37,27.73,13.1,9050,8.32,718,0,Discharge = 11750 cfs. Original SampleID 126. Barcode retroactively assigned (2017-07-06 JDM).
D05952,LF20081122,11/23/2008,4,Day,16:22:00,333,NA,NA,1,0.35,23.54,13.1,7730,7.95,720,0,Discharge = 9560 cfs. Original SampleID 132. Barcode retroactively assigned (2017-07-06 JDM).
D05953,LF20081122,11/23/2008,4,Day,11:34:00,360,NA,NA,1,0.36,26.01,13.1,8110,8.06,720,0,Discharge = 9320 cfs. Original SampleID 130. Barcode retroactively assigned (2017-07-06 JDM).
D05955,LF20081122,11/23/2008,4,Day,16:31:00,344,NA,NA,1,0.34,23.74,13.1,7830,7.98,720,0,Discharge = 9540 cfs. Original SampleID 133. Barcode retroactively assigned (2017-07-06 JDM).
D05956,LF20081122,11/23/2008,4,Day,16:41:00,324,NA,NA,1,0.35,23.29,13.1,7970,8.02,720,0,Discharge = 9540 cfs. Original SampleID 134. Barcode retroactively assigned (2017-07-06 JDM).
D05957,LF20081122,11/23/2008,4,Night,21:09:00,327,NA,NA,1,0.49,32.45,13.1,9820,8.52,720,0,Discharge = 11755 cfs. Original SampleID 135. Barcode retroactively assigned (2017-07-06 JDM).
D05958,LF20081122,11/23/2008,4,Night,21:19:00,335,NA,NA,1,0.48,32.71,13.1,9820,8.52,720,0,Discharge = 11900 cfs. Original SampleID 136. Barcode retroactively assigned (2017-07-06 JDM).
D05959,LF20081122,11/23/2008,4,Night,21:29:00,326,NA,NA,1,0.48,31.46,13.1,9780,8.51,720,0,Discharge = 11900 cfs. Original SampleID 137. Barcode retroactively assigned (2017-07-06 JDM).
D05961,LF20081122,11/23/2008,4,Day,16:12:00,334,NA,NA,1,0.34,23.03,13.1,7730,7.95,720,0,Discharge = 9550 cfs. Original SampleID 131. Barcode retroactively assigned (2017-07-06 JDM).
D05962,LF20081122,11/23/2008,4,Day,11:15:00,307,NA,NA,1,0.37,23.08,13.1,8280,8.11,720,0,Discharge = 9120 cfs. Original SampleID 128. Barcode retroactively assigned (2017-07-06 JDM).
D05963,LF20081122,11/23/2008,4,Day,11:24:00,334,NA,NA,1,0.36,24.59,13.1,8110,8.06,720,0,Discharge = 9220 cfs. Original SampleID 129. Barcode retroactively assigned (2017-07-06 JDM).
D05968,LF20081122,11/24/2008,4,Crepuscular,6:59:00,332,NA,NA,1,0.3,20.4,12.9,12400,9.14,720,0,Discharge = 7590 cfs. Original SampleID 139. Barcode retroactively assigned (2017-07-06 JDM).
D05969,LF20081122,11/24/2008,4,Crepuscular,7:09:00,332,NA,NA,1,0.3,20.37,12.9,12300,9.1,720,0,Discharge = 7620 cfs. Original SampleID 140. Barcode retroactively assigned (2017-07-06 JDM).
D05973,LF20081122,11/24/2008,4,Crepuscular,6:50:00,347,NA,NA,1,0.28,19.56,12.9,12600,9.17,720,0,Discharge = 7560 cfs. Original SampleID 138. Barcode retroactively assigned (2017-07-06 JDM).
D05993,LF20081219,12/19/2008,4,Day,13:12:00,311,NA,NA,1,0.5,31.73,11,9700,8.49,680,0,Discharge = 15500 cfs. Original SampleID 270. Barcode retroactively assigned (2017-07-06 JDM).
D05994,LF20081219,12/19/2008,4,Day,13:21:00,310,NA,NA,1,0.55,34.66,11,9700,8.49,680,0,Discharge = 15500 cfs. Original SampleID 271. Barcode retroactively assigned (2017-07-06 JDM).
D05995,LF20081219,12/19/2008,4,Day,13:30:00,318,NA,NA,1,0.51,32.86,11,9620,8.47,680,0,Discharge = 15500 cfs. Original SampleID 272. Barcode retroactively assigned (2017-07-06 JDM).
D06004,LF20081219,12/20/2008,4,Crepuscular,8:16:00,325,NA,NA,1,0.4,26.15,11.4,14700,9.61,670,0,Discharge = 10300 cfs. Original SampleID 273. Barcode retroactively assigned (2017-07-06 JDM).
D06005,LF20081219,12/20/2008,4,Day,8:27:00,335,NA,NA,1,0.4,27.12,11.4,14400,9.55,670,0,Discharge = 10500 cfs. Original SampleID 274. Barcode retroactively assigned (2017-07-06 JDM).
D06006,LF20081219,12/20/2008,4,Day,10:04:00,312,NA,NA,1,0.45,28.59,11.2,12400,9.12,680,0,Discharge = 11400 cfs. Original SampleID 276. Barcode retroactively assigned (2017-07-06 JDM).
D06007,LF20081219,12/20/2008,4,Day,10:13:00,300,NA,NA,1,0.45,27.14,11.2,12000,9.05,680,0,Discharge = 11600 cfs. Original SampleID 277. Barcode retroactively assigned (2017-07-06 JDM).
D06008,LF20081219,12/20/2008,4,Day,10:22:00,313,NA,NA,1,0.43,27.3,11.2,12000,9.05,680,0,Discharge = 11650 cfs. Original SampleID 278. Barcode retroactively assigned (2017-07-06 JDM).
D06010,LF20081219,12/20/2008,4,Day,8:37:00,310,NA,NA,1,0.41,25.47,11.3,14400,9.55,670,0,Discharge = 10600 cfs. Original SampleID 275. Barcode retroactively assigned (2017-07-06 JDM).
D06011,LF20081219,12/20/2008,4,Day,13:35:00,319,NA,NA,1,0.46,29.85,10.9,9660,8.48,680,0,Discharge = 13200 cfs. Original SampleID 279. Barcode retroactively assigned (2017-07-06 JDM).
D06012,LF20081219,12/20/2008,4,Day,13:43:00,305,NA,NA,1,0.47,29.26,10.9,9660,8.48,680,0,Discharge = 13200 cfs. Original SampleID 280. Barcode retroactively assigned (2017-07-06 JDM).
D06013,LF20081219,12/20/2008,4,Day,13:52:00,322,NA,NA,1,0.44,28.83,10.9,9660,8.48,680,0,Discharge = 13050 cfs. Original SampleID 281. Barcode retroactively assigned (2017-07-06 JDM).
D06064,LF20090130,1/30/2009,4,Day,12:53:00,315,NA,NA,1,0.53,33.77,8.6,9860,8.53,670,0,Discharge = 15650 cfs. Original SampleID 258. Barcode retroactively assigned (2017-07-06 JDM).
D06065,LF20090130,1/30/2009,4,Day,13:01:00,332,NA,NA,1,0.47,31.64,8.6,9860,8.53,670,0,Discharge = 15600 cfs. Original SampleID 259. Barcode retroactively assigned (2017-07-06 JDM).
D06066,LF20090130,1/30/2009,4,Day,13:10:00,319,NA,NA,1,0.45,29.07,8.6,9780,8.51,670,0,Discharge = 15575 cfs. Original SampleID 260. Barcode retroactively assigned (2017-07-06 JDM).
D06067,LF20090130,1/31/2009,4,Crepuscular,17:08:00,351,NA,NA,1,0.4,28.81,8.6,11600,8.95,660,0,Discharge = 11850 cfs. Original SampleID 268. Barcode retroactively assigned (2017-07-06 JDM).
D06068,LF20090130,1/31/2009,4,Day,8:49:00,320,NA,NA,1,0.41,26.31,8.8,13600,9.38,650,0,Discharge = 10200 cfs. Original SampleID 261. Barcode retroactively assigned (2017-07-06 JDM).
D06069,LF20090130,1/31/2009,4,Crepuscular,17:00:00,329,NA,NA,1,0.44,29.05,8.6,11400,8.9,660,0,Discharge = 11900 cfs. Original SampleID 267. Barcode retroactively assigned (2017-07-06 JDM).
D06070,LF20090130,1/31/2009,4,Crepuscular,17:17:00,345,NA,NA,1,0.39,27.6,8.6,11600,8.95,660,0,Discharge = 11800 cfs. Original SampleID 269. Barcode retroactively assigned (2017-07-06 JDM).
D06077,LF20090130,1/31/2009,4,Day,8:57:00,318,NA,NA,1,0.39,25.28,8.8,13300,9.33,650,0,Discharge = 10400 cfs. Original SampleID 262. Barcode retroactively assigned (2017-07-06 JDM).
D06080,LF20090130,1/31/2009,4,Day,11:45:00,315,NA,NA,1,0.47,30.17,8.7,10400,8.67,650,0,Discharge = 13100 cfs. Original SampleID 266. Barcode retroactively assigned (2017-07-06 JDM).
D06082,LF20090130,1/31/2009,4,Day,9:06:00,313,NA,NA,1,0.39,25.03,8.8,13300,9.33,650,0,Discharge = 10550 cfs. Original SampleID 263. Barcode retroactively assigned (2017-07-06 JDM).
D06084,LF20090130,1/31/2009,4,Day,11:31:00,350,NA,NA,1,0.48,34.25,8.7,10600,8.72,650,0,Discharge = 12800 cfs. Original SampleID 264. Barcode retroactively assigned (2017-07-06 JDM).
D06085,LF20090130,1/31/2009,4,Day,11:38:00,316,NA,NA,1,0.46,29.65,8.7,10400,8.67,650,0,Discharge = 12950 cfs. Original SampleID 265. Barcode retroactively assigned (2017-07-06 JDM).
D06100,LF20090301,3/1/2009,4,Day,8:50:00,326,NA,NA,1,0.17,10.91,8.3,10200,8.62,760,0,Discharge = 7815 cfs. Original SampleID 326. Barcode retroactively assigned (2017-07-06 JDM).
D06101,LF20090301,3/1/2009,4,Day,8:57:00,320,NA,NA,1,0.28,18.3,8.3,10000,8.57,760,0,Discharge = 7870 cfs. Original SampleID 327. Barcode retroactively assigned (2017-07-06 JDM).
D06102,LF20090301,3/1/2009,4,Day,9:05:00,317,NA,NA,1,0.29,18.71,8.3,10000,8.57,760,0,Discharge = 7935 cfs. Original SampleID 328. Barcode retroactively assigned (2017-07-06 JDM).
D06104,LF20090301,3/2/2009,4,Day,9:18:00,335,NA,NA,1,0.3,20.51,8.2,10200,8.61,770,0,Discharge = 9430 cfs. Original SampleID 329. Barcode retroactively assigned (2017-07-06 JDM).
D06105,LF20090301,3/2/2009,4,Day,9:26:00,352,NA,NA,1,0.28,19.72,8.2,9900,8.54,770,0,Discharge = 9700 cfs. Original SampleID 330. Barcode retroactively assigned (2017-07-06 JDM).
D06112,LF20090301,3/2/2009,4,Day,14:42:00,309,NA,NA,1,0.38,23.8,7.9,7970,8.02,760,0,Discharge = 11700 cfs. Original SampleID 334. Barcode retroactively assigned (2017-07-06 JDM).
D06113,LF20090301,3/2/2009,4,Day,14:58:00,308,NA,NA,1,0.32,19.75,7.9,8180,8.08,760,0,Discharge = 11700 cfs. Original SampleID 336. Barcode retroactively assigned (2017-07-06 JDM).
D06118,LF20090301,3/2/2009,4,Day,13:34:00,301,NA,NA,1,0.4,24.22,8,7590,7.91,760,0,Discharge = 12000 cfs. Original SampleID 331. Barcode retroactively assigned (2017-07-06 JDM).
D06119,LF20090301,3/2/2009,4,Day,14:50:00,310,NA,NA,1,0.33,20.7,7.9,7970,8.02,760,0,Discharge = 11700 cfs. Original SampleID 335. Barcode retroactively assigned (2017-07-06 JDM).
D06122,LF20090301,3/2/2009,4,Day,13:44:00,312,NA,NA,1,0.36,22.96,8,7590,7.91,760,0,Discharge = 12100 cfs. Original SampleID 332. Barcode retroactively assigned (2017-07-06 JDM).
D06136,LF20090329,3/29/2009,4,Day,8:39:00,315,NA,NA,1,0.23,14.49,8.6,10500,8.68,800,0,Discharge = 8090 cfs. Original SampleID 339. Barcode retroactively assigned (2017-07-06 JDM).
D06138,LF20090329,3/29/2009,4,Day,12:19:00,328,NA,NA,1,0.34,22.84,8.2,7700,7.94,800,0,Discharge = 10800 cfs. Original SampleID 341. Barcode retroactively assigned (2017-07-06 JDM).
D06139,LF20090329,3/29/2009,4,Day,12:39:00,313,NA,NA,1,0.34,21.34,8.1,7590,7.91,800,0,Discharge = 10850 cfs. Original SampleID 343. Barcode retroactively assigned (2017-07-06 JDM).
D06144,LF20090329,3/29/2009,4,Day,15:55:00,324,NA,NA,1,0.31,20.54,8.1,8280,8.11,790,0,Discharge = 9875 cfs. Original SampleID 344. Barcode retroactively assigned (2017-07-06 JDM).
D06145,LF20090329,3/29/2009,4,Day,16:06:00,327,NA,NA,1,0.29,19.35,8.1,8280,8.11,790,0,Discharge = 9760 cfs. Original SampleID 345. Barcode retroactively assigned (2017-07-06 JDM).
D06146,LF20090329,3/29/2009,4,Day,16:17:00,329,NA,NA,1,0.31,20.97,8.1,8390,8.14,790,0,Discharge = 9660 cfs. Original SampleID 346. Barcode retroactively assigned (2017-07-06 JDM).
D06147,LF20090329,3/29/2009,4,Day,12:29:00,312,NA,NA,1,0.3,18.86,8.2,7660,7.93,800,0,Discharge = 10800 cfs. Original SampleID 342. Barcode retroactively assigned (2017-07-06 JDM).
D06148,LF20090329,3/29/2009,4,Day,8:21:00,318,NA,NA,1,0.15,9.41,8.7,10900,8.79,800,1,Discharge = 8020 cfs. Original SampleID 338. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM).
D06151,LF20090329,3/30/2009,4,Day,12:25:00,314,NA,NA,1,0.42,26.59,8.1,7560,7.9,790,0,Discharge = 12000 cfs. Original SampleID 347. Barcode retroactively assigned (2017-07-06 JDM).
D06152,LF20090329,3/30/2009,4,Day,12:34:00,305,NA,NA,1,0.45,27.69,7.9,7560,7.9,790,0,Discharge = 12000 cfs. Original SampleID 348. Barcode retroactively assigned (2017-07-06 JDM).
D06153,LF20090329,3/30/2009,4,Day,12:52:00,323,NA,NA,1,0.36,23.31,7.9,7560,7.9,790,0,Discharge = 11800 cfs. Original SampleID 349. Barcode retroactively assigned (2017-07-06 JDM).
D06172,LF20090426,4/26/2009,4,Day,7:52:00,314,NA,NA,1,0.22,14.19,8.8,10900,8.79,786,0,Discharge = 6530 cfs. Original SampleID 371. Barcode retroactively assigned (2017-07-06 JDM).
D06173,LF20090426,4/26/2009,4,Day,8:00:00,316,NA,NA,1,0.18,11.65,8.8,10700,8.73,786,0,Discharge = 6560 cfs. Original SampleID 372. Barcode retroactively assigned (2017-07-06 JDM).
D06174,LF20090426,4/26/2009,4,Day,12:07:00,320,NA,NA,1,0.31,19.85,8.2,7200,7.79,781,0,Discharge = 9390 cfs. Original SampleID 374. Barcode retroactively assigned (2017-07-06 JDM).
D06176,LF20090426,4/26/2009,4,Day,12:22:00,323,NA,NA,1,0.29,19.31,8.2,7040,7.74,781,0,Discharge = 9545 cfs. Original SampleID 375. Barcode retroactively assigned (2017-07-06 JDM).
D06177,LF20090426,4/26/2009,4,Day,12:31:00,319,NA,NA,1,0.31,20.1,8.1,6940,7.71,785,0,Discharge = 9620 cfs. Original SampleID 376. Barcode retroactively assigned (2017-07-06 JDM).
D06181,LF20090426,4/26/2009,4,Day,8:07:00,322,NA,NA,1,0.18,11.57,8.8,10700,8.73,786,0,Discharge = 6610 cfs. Original SampleID 373. Barcode retroactively assigned (2017-07-06 JDM).
D06182,LF20090426,4/27/2009,4,Day,13:38:00,314,NA,NA,1,0.37,23.26,8,6750,7.65,797,0,Discharge = 11900 cfs. Original SampleID 382. Barcode retroactively assigned (2017-07-06 JDM).
D06188,LF20090426,4/27/2009,4,Day,13:19:00,295,NA,NA,1,0.44,26.48,8.1,6690,7.63,797,0,Discharge = 11825 cfs. Original SampleID 380. Barcode retroactively assigned (2017-07-06 JDM).
D06189,LF20090426,4/27/2009,4,Day,13:29:00,307,NA,NA,1,0.4,24.98,8.1,6690,7.63,797,0,Discharge = 11900 cfs. Original SampleID 381. Barcode retroactively assigned (2017-07-06 JDM).
D06190,LF20090426,4/27/2009,4,Day,9:11:00,341,NA,NA,1,0.28,19.19,8.5,9310,8.39,791,0,Discharge = 8360 cfs. Original SampleID 378. Barcode retroactively assigned (2017-07-06 JDM).
D06191,LF20090426,4/27/2009,4,Day,9:20:00,324,NA,NA,1,0.24,15.94,8.5,9310,8.39,791,0,Discharge = 8825 cfs. Original SampleID 379. Barcode retroactively assigned (2017-07-06 JDM).
D06193,LF20090426,4/27/2009,4,Day,9:04:00,317,NA,NA,1,0.27,17.33,8.5,9540,8.45,791,0,Discharge = 8140 cfs. Original SampleID 377. Barcode retroactively assigned (2017-07-06 JDM).
D06216,LF20090517,5/18/2009,4,Day,10:47:00,320,NA,NA,1,0.33,21.24,9.3,8280,8.11,728,0,Discharge = 9240 cfs. Original SampleID 391. Barcode retroactively assigned (2017-07-06 JDM).
D06217,LF20090517,5/18/2009,4,Day,10:54:00,312,NA,NA,1,0.31,19.7,9.3,8110,8.06,728,0,Discharge = 9400 cfs. Original SampleID 392. Barcode retroactively assigned (2017-07-06 JDM).
D06218,LF20090517,5/18/2009,4,Day,11:02:00,322,NA,NA,1,0.33,21.73,9.3,8110,8.06,728,0,Discharge = 9500 cfs. Original SampleID 393. Barcode retroactively assigned (2017-07-06 JDM).
D06219,LF20090517,5/18/2009,4,Day,7:50:00,322,NA,NA,1,0.26,17.14,9.8,11100,8.83,730,0,Discharge = 9450 cfs. Original SampleID 389. Barcode retroactively assigned (2017-07-06 JDM).
D06220,LF20090517,5/18/2009,4,Day,8:00:00,320,NA,NA,1,0.25,16.24,9.8,11000,8.8,730,0,Discharge = 9450 cfs. Original SampleID 390. Barcode retroactively assigned (2017-07-06 JDM).
D06224,LF20090517,5/18/2009,4,Day,11:50:00,320,NA,NA,1,0.34,21.96,9.2,7560,7.9,727,0,Discharge = 10200 cfs. Original SampleID 394. Barcode retroactively assigned (2017-07-06 JDM).
D06225,LF20090517,5/18/2009,4,Day,11:58:00,325,NA,NA,1,0.29,19.16,9.2,7430,7.86,727,0,Discharge = 10300 cfs. Original SampleID 395. Barcode retroactively assigned (2017-07-06 JDM).
D06226,LF20090517,5/18/2009,4,Day,12:06:00,317,NA,NA,1,1.52,97.54,9.2,7430,7.86,727,0,Discharge = 10400 cfs. Original SampleID 396. Barcode retroactively assigned (2017-07-06 JDM).
D06227,LF20090517,5/18/2009,4,Day,17:02:00,330,NA,NA,1,0.38,25.48,9.3,8610,8.2,727,0,Discharge = 11800 cfs. Original SampleID 399. Barcode retroactively assigned (2017-07-06 JDM).
D06228,LF20090517,5/18/2009,4,Day,7:43:00,314,NA,NA,1,0.27,17.2,9.8,11100,8.83,730,0,Discharge = 9450 cfs. Original SampleID 388. Barcode retroactively assigned (2017-07-06 JDM).
D06229,LF20090517,5/18/2009,4,Day,16:54:00,326,NA,NA,1,0.36,23.98,9.3,8610,8.2,727,0,Discharge = 11850 cfs. Original SampleID 398. Barcode retroactively assigned (2017-07-06 JDM).
D06230,LF20090517,5/18/2009,4,Day,16:46:00,315,NA,NA,1,0.38,23.97,9.3,8390,8.14,727,0,Discharge = 11900 cfs. Original SampleID 397. Barcode retroactively assigned (2017-07-06 JDM).
D06243,LF20090524,5/25/2009,4,Day,15:51:00,301,NA,NA,1,0.26,15.87,9.5,7970,8.02,721,0,Discharge = 7950 cfs. Original SampleID 364. Barcode retroactively assigned (2017-07-06 JDM).
D06244,LF20090524,5/25/2009,4,Crepuscular,18:51:00,276,NA,NA,1,0.29,16.07,9.7,7970,8.02,723,0,Discharge = 7970 cfs. Original SampleID 368. Barcode retroactively assigned (2017-07-06 JDM).
D06245,LF20090524,5/25/2009,4,Crepuscular,18:57:00,305,NA,NA,1,0.29,17.74,9.7,7930,8.01,723,0,Discharge = 7970 cfs. Original SampleID 369. Barcode retroactively assigned (2017-07-06 JDM).
D06246,LF20090524,5/25/2009,4,Crepuscular,19:04:00,303,NA,NA,1,0.28,17.26,9.7,7930,8.01,723,0,Discharge = 7970 cfs. Original SampleID 370. Barcode retroactively assigned (2017-07-06 JDM).
D06247,LF20090524,5/25/2009,4,Day,15:37:00,324,NA,NA,1,0.29,18.81,9.5,7970,8.02,721,0,Discharge = 7930 cfs. Original SampleID 362. Barcode retroactively assigned (2017-07-06 JDM).
D06248,LF20090524,5/25/2009,4,Day,15:44:00,298,NA,NA,1,0.26,15.71,9.5,7970,8.02,721,0,Discharge = 7930 cfs. Original SampleID 363. Barcode retroactively assigned (2017-07-06 JDM).
D06249,LF20090524,5/25/2009,4,Day,17:02:00,309,NA,NA,1,0.27,16.68,9.5,7970,8.02,722,0,Discharge = 8000 cfs. Original SampleID 365. Barcode retroactively assigned (2017-07-06 JDM).
D06250,LF20090524,5/25/2009,4,Day,17:19:00,304,NA,NA,1,0.31,18.91,9.5,8000,8.03,722,0,Discharge = 7950 cfs. Original SampleID 367. Barcode retroactively assigned (2017-07-06 JDM).
D06251,LF20090524,5/25/2009,4,Day,14:39:00,304,NA,NA,1,0.3,18.75,9.4,7970,8.02,720,0,Discharge = 7950 cfs. Original SampleID 359. Barcode retroactively assigned (2017-07-06 JDM).
D06252,LF20090524,5/25/2009,4,Day,14:45:00,332,NA,NA,1,0.3,20.31,9.4,7970,8.02,720,0,Discharge = 7970 cfs. Original SampleID 360. Barcode retroactively assigned (2017-07-06 JDM).
D06253,LF20090524,5/25/2009,4,Day,14:53:00,295,NA,NA,1,0.29,17.37,9.4,7970,8.02,720,0,Discharge = 7970 cfs. Original SampleID 361. Barcode retroactively assigned (2017-07-06 JDM).
D06255,LF20090524,5/25/2009,4,Day,8:06:00,299,NA,NA,1,0.29,17.36,10.2,8000,8.03,725,0,Discharge = 7970 cfs. Original SampleID 356. Barcode retroactively assigned (2017-07-06 JDM).
D06256,LF20090524,5/25/2009,4,Day,8:13:00,296,NA,NA,1,0.29,17.34,10.2,7970,8.02,725,0,Discharge = 7970 cfs. Original SampleID 357. Barcode retroactively assigned (2017-07-06 JDM).
D06257,LF20090524,5/25/2009,4,Day,8:20:00,300,NA,NA,1,0.28,17.05,10.2,7970,8.02,725,0,Discharge = 7970 cfs. Original SampleID 358. Barcode retroactively assigned (2017-07-06 JDM).
D06258,LF20090524,5/25/2009,4,Day,17:11:00,292,NA,NA,1,0.29,16.89,9.5,8000,8.03,722,0,Discharge = 7990 cfs. Original SampleID 366. Barcode retroactively assigned (2017-07-06 JDM).
D06304,LF20090728,7/28/2009,4,Crepuscular,19:38:00,300,NA,NA,1,0.61,36.79,11,14100,9.48,686,0,Discharge = 17000 cfs. Original SampleID 407. Barcode retroactively assigned (2017-07-06 JDM).
D06305,LF20090728,7/28/2009,4,Crepuscular,19:50:00,300,NA,NA,1,0.57,34.96,11,14100,9.48,686,0,Discharge = 17000 cfs. Original SampleID 408. Barcode retroactively assigned (2017-07-06 JDM).
D06306,LF20090728,7/28/2009,4,Crepuscular,20:02:00,300,NA,NA,1,0.54,32.55,11,14300,9.54,686,0,Discharge = 17000 cfs. Original SampleID 409. Barcode retroactively assigned (2017-07-06 JDM).
D06309,LF20090728,7/29/2009,4,Day,7:24:00,322,NA,NA,1,0.33,21.55,10.6,15200,9.7,702,0,Discharge = 9120 cfs. Original SampleID 410. Barcode retroactively assigned (2017-07-06 JDM).
D06310,LF20090728,7/29/2009,4,Day,7:34:00,310,NA,NA,1,0.27,17.26,10.6,15200,9.7,700,0,Discharge = 9100 cfs. Original SampleID 411. Barcode retroactively assigned (2017-07-06 JDM).
D06311,LF20090728,7/29/2009,4,Day,7:44:00,315,NA,NA,1,0.29,18.34,10.6,14900,9.64,700,0,Discharge = 9090 cfs. Original SampleID 412. Barcode retroactively assigned (2017-07-06 JDM).
D06312,LF20090728,7/29/2009,4,Day,11:09:00,300,NA,NA,1,0.46,27.69,10.5,10700,8.74,696,0,Discharge = 11750 cfs. Original SampleID 415. Barcode retroactively assigned (2017-07-06 JDM).
D06313,LF20090728,7/29/2009,4,Day,11:16:00,310,NA,NA,1,0.46,29.05,10.5,10700,8.74,696,0,Discharge = 11900 cfs. Original SampleID 414. Barcode retroactively assigned (2017-07-06 JDM).
D06314,LF20090728,7/29/2009,4,Day,13:37:00,150,NA,NA,1,1.15,35.08,10.5,9310,8.39,697,0,Discharge = 15200 cfs. Original SampleID 416. Barcode retroactively assigned (2017-07-06 JDM).
D06315,LF20090728,7/29/2009,4,Day,13:53:00,300,NA,NA,1,0.49,30.02,10.5,9160,8.35,697,0,Discharge = 15450 cfs. Original SampleID 418. Barcode retroactively assigned (2017-07-06 JDM).
D06316,LF20090728,7/29/2009,4,Day,11:02:00,315,NA,NA,1,0.39,25.2,10.5,11000,8.81,696,0,Discharge = 11600 cfs. Original SampleID 413. Barcode retroactively assigned (2017-07-06 JDM).
D06321,LF20090728,7/29/2009,4,Day,13:46:00,255,NA,NA,1,0.57,29.42,10.5,9240,8.37,697,0,Discharge = 15300 cfs. Original SampleID 417. Barcode retroactively assigned (2017-07-06 JDM).
D06327,LF20090826,8/26/2009,4,Crepuscular,18:43:00,335,NA,NA,1,0.62,42.3,10.8,12600,9.17,699,0,Discharge = 17200 cfs. Original SampleID 419. Barcode retroactively assigned (2017-07-06 JDM).
D06328,LF20090826,8/27/2009,4,Day,10:26:00,340,NA,NA,1,0.42,28.67,10.3,11500,8.92,707,0,Discharge = 10600 cfs. Original SampleID 425. Barcode retroactively assigned (2017-07-06 JDM).
D06329,LF20090826,8/27/2009,4,Day,10:41:00,324,NA,NA,1,0.38,25.23,10.2,11200,8.85,707,0,Discharge = 11000 cfs. Original SampleID 426. Barcode retroactively assigned (2017-07-06 JDM).
