BarcodeID,SpeciesID,CountTotal,SizeMean,SizeMedian,SizeSD,BiomassTotal,Notes
D06514,GAMM,0,NA,NA,NA,0,
D06514,NZMS,5,0.5,0.5,0,0.02,
D06514,SIML,10,3,2.5,1.76,1.17,
D06515,CHIL,76,2.43,2,0.88,1.78,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06515,GAMM,0,NA,NA,NA,0,
D06515,NZMS,6,0.5,0.5,0,0.02,
D06515,SIML,11,2.45,2,0.82,0.43,
D06519,CHIL,106,2.25,2,0.91,2.14,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06519,GAMM,1,1,1,NA,0.01,
D06519,NZMS,7,0.5,0.5,0,0.03,
D06519,SIML,8,2.12,2,0.83,0.23,
D06521,CHIL,88,2.64,3,1.12,2.77,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06521,GAMM,3,1.67,2,0.58,0.13,
D06521,NZMS,6,0.83,0.5,0.61,0.14,
D06521,SIML,8,2.5,2.5,1.51,0.52,
D06522,CHIL,72,2.86,3,0.91,2.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06522,GAMM,0,NA,NA,NA,0,
D06522,NZMS,1,0.5,0.5,NA,0,
D06522,SIML,4,3,3,1.15,0.29,
D06523,CHIL,113,2.42,2,1.06,2.88,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06523,GAMM,2,1,1,0,0.02,
D06523,NZMS,9,0.5,0.5,0,0.03,
D06523,SIML,6,3.33,3.5,1.21,0.59,
D06537,CHIL,1333,3,3,0.69,46.88,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06537,GAMM,3,2,2,0,0.19,
D06537,NZMS,21,0.71,0.5,0.46,0.34,
D06537,SIML,8,2.38,2,0.92,0.3,
D06538,CHIL,1022,2.26,2,0.68,18.59,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col"
D06538,GAMM,6,2,2,0,0.37,
D06538,NZMS,0,NA,NA,NA,0,
D06538,SIML,3,3.33,2,2.31,0.47,
D06539,CHIL,883,2.25,2,0.86,17.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06539,GAMM,5,2,2,0.71,0.4,
D06539,NZMS,10,0.65,0.5,0.47,0.14,
D06539,SIML,4,3,3,1.83,0.4,
D06540,CHIL,333,2.86,3,0.56,10.1,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06540,GAMM,2,2,2,0,0.12,
D06540,NZMS,6,0.58,0.5,0.2,0.04,
D06540,SIML,6,1.83,2,0.75,0.1,
D06541,CHIL,460,2.58,3,0.64,11.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06541,GAMM,2,2,2,0,0.12,
D06541,NZMS,8,0.5,0.5,0,0.03,
D06541,SIML,4,2.75,2.5,0.96,0.21,
D06542,CHIL,495,2.39,2,0.97,11.67,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06542,GAMM,2,1,1,0,0.02,
D06542,NZMS,4,0.5,0.5,0,0.01,
D06542,SIML,5,2,2,1,0.13,
D06543,CHIL,921,2.78,3,0.77,27.83,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06543,GAMM,5,2,2,0,0.31,
D06543,NZMS,26,0.56,0.5,0.29,0.2,
D06543,SIML,5,2,2,0.71,0.1,
D06552,CHIL,701,2.63,3,0.88,19.55,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06552,GAMM,4,1.75,2,0.5,0.2,
D06552,NZMS,3,0.5,0.5,0,0.01,
D06552,SIML,4,2,2,0,0.06,
D06555,CHIL,1324,2.83,3,0.97,45.31,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06555,GAMM,5,2,2,0,0.31,
D06555,NZMS,32,0.66,0.5,0.39,0.4,
D06555,SIML,5,1.6,2,0.55,0.05,
D06557,CHIL,171,2.64,3,0.72,4.47,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06557,GAMM,0,NA,NA,NA,0,
D06557,NZMS,4,0.5,0.5,0,0.01,
D06557,SIML,14,2.57,2,0.76,0.61,
D06558,CHIL,157,2.71,3,0.79,4.5,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06558,GAMM,0,NA,NA,NA,0,
D06558,NZMS,8,0.62,0.5,0.23,0.06,
D06558,SIML,13,2.38,2,0.87,0.52,
D06559,CHIL,161,2.04,2,0.63,2.24,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06559,GAMM,2,3,3,1.41,0.51,
D06559,NZMS,10,0.6,0.5,0.21,0.07,
D06559,SIML,16,2.62,2,1.02,0.86,
D06572,CHIL,354,2.95,3,0.98,13.29,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06572,GAMM,3,2.33,2,0.58,0.32,
D06572,NZMS,86,0.53,0.5,0.27,0.61,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06572,SIML,6,4.5,4.5,1.05,1.26,
D06576,CHIL,42,2.88,3,0.97,1.51,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06576,GAMM,22,3.41,3.5,1.01,7.68,
D06576,NZMS,20,0.5,0.5,0,0.07,
D06576,SIML,7,4.71,5,1.6,1.9,
D06578,CHIL,288,3.07,3,0.9,11.38,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06578,GAMM,17,3.71,3,1.69,9.72,
D06578,NZMS,72,0.52,0.5,0.18,0.37,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06578,SIML,1,6,6,NA,0.44,
D06581,CHIL,279,3.17,3,0.78,11.55,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06581,GAMM,7,2.86,2,1.21,1.76,
D06581,NZMS,38,0.54,0.5,0.14,0.19,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06581,SIML,4,4,4,2.31,0.91,
D06582,CHIL,356,2.96,3,1.03,13.65,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col"
D06582,GAMM,13,1.85,2,0.8,0.94,
D06582,NZMS,40,0.5,0.5,0,0.15,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06582,SIML,1,8,8,NA,1.05,
D06591,CHIL,46,2.61,3,0.77,1.2,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06591,GAMM,0,NA,NA,NA,0,
D06591,NZMS,0,NA,NA,NA,0,
D06591,SIML,1,5,5,NA,0.25,
D06592,CHIL,205,2.94,3,0.72,6.94,
D06592,GAMM,3,2,2,0,0.19,
D06592,NZMS,41,0.57,0.5,0.4,0.45,
D06592,SIML,1,5,5,NA,0.25,
D06593,CHIL,76,2.51,2,0.89,1.94,
D06593,GAMM,3,3,3,1,0.71,
D06593,NZMS,5,0.8,0.5,0.67,0.12,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06593,SIML,3,4.33,5,1.15,0.56,
D06594,CHIL,96,2.57,2,0.87,2.56,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06594,GAMM,4,1.25,1,0.5,0.09,
D06594,NZMS,5,0.5,0.5,0,0.02,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06594,SIML,2,2.5,2.5,0.71,0.07,
D06595,CHIL,66,2.38,2,0.72,1.35,
D06595,GAMM,0,NA,NA,NA,0,
D06595,NZMS,0,NA,NA,NA,0,
D06595,SIML,2,3.5,3.5,0.71,0.18,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06596,CHIL,901,2.8,3,0.8,27.9,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06596,GAMM,0,NA,NA,NA,0,
D06596,NZMS,43,0.7,0.5,0.74,1.31,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06596,SIML,0,NA,NA,NA,0,
D06605,CHIL,70,2.97,3,0.68,2.41,
D06605,GAMM,0,NA,NA,NA,0,
D06605,NZMS,47,0.59,0.5,0.38,0.51,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06605,SIML,10,2.9,3,0.74,0.58,
D06606,CHIL,135,2.7,3,1.13,4.47,
D06606,GAMM,3,1.33,1,0.58,0.08,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06606,NZMS,15,0.73,0.5,0.26,0.17,
D06606,SIML,12,2.33,2,1.07,0.51,
D06607,CHIL,124,2.87,3,0.87,4.18,
D06607,GAMM,1,1,1,NA,0.01,
D06607,NZMS,2,0.5,0.5,0,0.01,
D06607,SIML,7,2.71,2,1.38,0.48,
D06610,CHIL,104,2.34,2,0.84,2.2,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM)."
D06610,GAMM,0,NA,NA,NA,0,
D06610,NZMS,1,2,2,NA,0.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06610,SIML,1,2,2,NA,0.02,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06612,CHIL,148,2.84,3,0.98,5.13,
D06612,GAMM,2,1,1,0,0.02,
D06612,NZMS,14,0.5,0.5,0,0.05,
D06612,SIML,5,3,2,1.87,0.54,
D06613,CHIL,127,2.63,2,0.87,3.53,
D06613,GAMM,1,1,1,NA,0.01,
D06613,NZMS,8,0.5,0.5,0,0.03,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06613,SIML,7,1.71,1,1.11,0.17,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06617,CHIL,23,3.22,3,0.67,0.95,
D06617,GAMM,104,2.4,2,0.86,14.91,
D06617,NZMS,15,0.93,0.5,1.15,1.12,
D06617,SIML,3,2.33,3,1.15,0.11,
D06618,CHIL,59,3.36,3,0.94,2.94,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06618,GAMM,115,2.94,3,1.22,31.81,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM)."
D06618,NZMS,9,1.56,2,0.53,0.62,
D06618,SIML,1,3,3,NA,0.05,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06619,CHIL,59,3.15,3,0.83,2.43,
D06619,GAMM,77,2.21,2,0.73,8.46,
D06619,NZMS,144,0.53,0.5,0.22,0.87,
D06619,SIML,5,3.6,3,2.7,1.25,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06629,CHIL,48,3.35,3.5,1,2.39,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06629,GAMM,13,3.38,4,1.12,4.55,
D06629,NZMS,234,0.51,0.5,0.06,0.92,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06629,SIML,5,3.8,3,2.17,1.03,
D06640,CHIL,145,3.19,3,1.04,6.62,"Under 1 mm sieve portion initially recorded as having been subsampled, but extent of subsampling not apparent. Assume these numbers are correct (2017-07-11 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with "
D06640,GAMM,0,NA,NA,NA,0,
D06640,NZMS,56,0.54,0.5,0.13,0.27,"Under 1 mm sieve portion initially recorded as having been subsampled, but extent of subsampling not apparent. Assume these numbers are correct (2017-07-11 JDM)."
D06640,SIML,5,3,3,0.71,0.31,
D06647,CHIL,114,3.32,3,1.45,6.74,"Under 1 mm sieve portion initially recorded as having been subsampled, but extent of subsampling not apparent. Assume these numbers are correct (2017-07-11 JDM)."
D06647,GAMM,0,NA,NA,NA,0,
D06647,NZMS,43,0.5,0.5,0,0.16,
D06647,SIML,0,NA,NA,NA,0,
D06650,CHIL,0,NA,NA,NA,0,
D06650,GAMM,0,NA,NA,NA,0,
D06650,NZMS,0,NA,NA,NA,0,
D06650,SIML,11,1.91,2,0.7,0.22,
D06651,CHIL,185,3.26,3,1.09,8.9,
D06651,GAMM,5,3.4,4,0.89,1.61,
D06651,NZMS,8,0.94,0.5,0.68,0.26,
D06651,SIML,4,3.5,2.5,2.38,0.78,
D06655,CHIL,113,3.33,3,1.43,6.63,
D06655,GAMM,0,NA,NA,NA,0,
D06655,NZMS,0,NA,NA,NA,0,
D06655,SIML,2,2,2,0,0.03,
D06659,CHIL,43,3.26,3,1.59,2.55,
D06659,GAMM,0,NA,NA,NA,0,
D06659,NZMS,5,0.5,0.5,0,0.02,
D06659,SIML,3,2,2,1,0.07,
D06661,CHIL,47,3.47,3,1.18,2.7,
D06661,GAMM,0,NA,NA,NA,0,
D06661,NZMS,4,0.5,0.5,0,0.01,
D06661,SIML,3,1.67,2,0.58,0.03,
D06688,CHIL,670,2.58,2,0.99,18.96,
D06688,GAMM,1,2,2,NA,0.06,
D06688,NZMS,4,0.62,0.5,0.25,0.03,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06688,SIML,9,2.44,2,1.59,0.59,
D06690,CHIL,685,2.71,2,1.32,26.34,
D06690,GAMM,4,3.25,3,1.5,1.43,
D06690,NZMS,4,1.12,1,0.63,0.15,
D06690,SIML,5,4.2,4,0.84,0.82,
D06693,CHIL,629,2.84,3,1.06,22.38,
D06693,GAMM,9,3.22,2,2.22,4.97,
D06693,NZMS,4,0.5,0.5,0,0.01,
D06693,SIML,4,2.75,3,0.5,0.18,
D06698,CHIL,278,3.1,3,1.13,12.32,
D06698,GAMM,7,2.71,3,1.11,1.43,
D06698,NZMS,60,0.5,0.5,0,0.22,
D06698,SIML,2,7.5,7.5,0.71,1.75,
D06702,CHIL,170,3.41,3,1,8.84,
D06702,GAMM,4,3.25,4,1.5,1.36,
D06702,NZMS,13,0.77,0.5,0.56,0.28,
D06702,SIML,3,5,4,1.73,0.96,
D06722,CHIL,207,3.48,3,1.79,15.08,
D06722,GAMM,6,3.33,3,1.37,2.3,
D06722,NZMS,60,0.84,0.5,1.03,3.58,
D06722,SIML,8,5.25,5.5,1.58,2.9,
D06723,CHIL,214,3.34,3,1.14,11.12,
D06723,GAMM,8,2.88,3,0.83,1.68,
D06723,NZMS,122,0.56,0.5,0.28,0.96,
D06723,SIML,7,3.57,3,1.81,1.14,
D06724,CHIL,235,3.14,3,1.18,10.92,
D06724,GAMM,5,2,2,0.71,0.4,
D06724,NZMS,123,0.61,0.5,0.31,1.17,
D06724,SIML,6,2.67,2.5,1.21,0.34,
D06725,CHIL,242,3.02,3,1.04,9.78,
D06725,GAMM,4,2.25,2.5,0.96,0.47,
D06725,NZMS,117,0.53,0.5,0.11,0.53,
D06725,SIML,11,3.82,4,2.14,2.47,
D06726,CHIL,208,3.33,3,1.06,10.5,
D06726,GAMM,4,2.5,2.5,0.58,0.52,
D06726,NZMS,121,0.67,0.5,0.59,2.61,
D06726,SIML,7,3.86,3,1.86,1.35,
D06730,CHIL,431,3.37,3,1.07,22.45,
D06730,GAMM,12,2.92,3,1,2.86,
D06730,NZMS,370,0.89,0.5,0.85,15.89,
D06730,SIML,10,3.4,3.5,1.58,1.25,
D06731,CHIL,380,3.33,3,0.9,18.27,
D06731,GAMM,13,2.69,3,1.03,2.62,
D06731,NZMS,417,1.14,0.5,1.22,38.29,
D06731,SIML,4,3.75,4,1.26,0.53,
D06732,CHIL,437,3.51,3,0.9,23.65,
D06732,GAMM,17,2.47,2,1.01,2.79,
D06732,NZMS,287,0.8,0.5,0.93,13.13,
D06732,SIML,8,3.88,3.5,1.55,1.39,
D06733,CHIL,261,3.08,3,1.25,11.89,
D06733,GAMM,5,1.6,2,0.55,0.21,
D06733,NZMS,79,0.51,0.5,0.06,0.31,
D06733,SIML,13,3.85,4,1.21,1.89,
D06735,CHIL,326,3.53,4,1.05,18.53,
D06735,GAMM,22,1.95,1.5,1.41,3.26,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06735,NZMS,131,0.8,0.5,0.99,6.84,
D06735,SIML,17,3.88,4,0.99,2.39,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06737,CHIL,335,3.19,3,1.41,17.7,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06737,GAMM,9,1.67,2,0.5,0.4,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06737,NZMS,125,0.65,0.5,0.72,3.75,
D06737,SIML,14,3.14,3,1.03,1.14,
D06739,CHIL,342,3.4,3,0.96,17.43,
D06739,GAMM,3,1.67,2,0.58,0.13,
D06739,NZMS,169,0.62,0.5,0.44,2.26,
D06739,SIML,19,3.05,3,0.91,1.38,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06740,CHIL,495,3.27,3,0.94,23.1,
D06740,GAMM,9,1.89,2,0.78,0.68,
D06740,NZMS,254,0.59,0.5,0.43,3.28,
D06740,SIML,25,2.68,2,1.22,1.72,
D06741,CHIL,25,3.32,3,0.99,1.21,
D06741,GAMM,4,2.25,2,0.5,0.39,
D06741,NZMS,1514,0.51,0.5,0.09,6.29,
D06741,SIML,8,2.62,3,0.52,0.32,
D06742,CHIL,26,3.04,3,1.08,1.06,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06742,GAMM,5,2,2,0.71,0.4,
D06742,NZMS,1504,0.5,0.5,0.02,5.63,
D06742,SIML,6,2.67,2,1.21,0.36,
D06743,CHIL,28,3.79,4,1.32,2.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06743,GAMM,3,2.33,2,0.58,0.32,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06743,NZMS,489,0.52,0.5,0.12,2.17,
D06743,SIML,2,1.5,1.5,0.71,0.02,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06744,CHIL,27,3.15,3,0.82,1.09,
D06744,GAMM,4,2.5,2,1,0.64,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06744,NZMS,1513,0.5,0.5,0.1,6.29,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06744,SIML,2,3,3,0,0.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06745,CHIL,13,3.23,3,0.83,0.56,
D06745,GAMM,9,2.67,3,1,1.69,
D06745,NZMS,1514,0.51,0.5,0.12,6.77,
D06745,SIML,5,2.2,2,0.45,0.11,
D06758,CHIL,15,3.2,3,1.26,0.75,
D06758,GAMM,8,3.88,3.5,1.36,4.26,
D06758,NZMS,1518,0.51,0.5,0.13,6.94,
D06758,SIML,3,3.67,4,1.53,0.4,
D06759,CHIL,14,2.86,3,0.95,0.48,
D06759,GAMM,4,2.75,3,0.5,0.65,
D06759,NZMS,1533,0.51,0.5,0.11,6.64,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06759,SIML,6,3.17,3,0.75,0.44,
D06760,CHIL,13,3.54,3,2.26,1.18,
D06760,GAMM,8,2.12,2,0.99,0.92,
D06760,NZMS,1534,0.52,0.5,0.2,8.8,
D06760,SIML,7,3.43,3,1.27,0.78,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06761,CHIL,19,3.05,3,1.43,0.9,
D06761,GAMM,3,2.67,3,0.58,0.46,
D06761,NZMS,1577,0.51,0.5,0.14,7.41,
D06761,SIML,6,2.17,2,0.75,0.16,
D06762,CHIL,22,2.73,2,1.52,0.92,
D06762,GAMM,19,3.05,3,1.18,5.56,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06762,NZMS,1563,0.52,0.5,0.21,9.22,
D06762,SIML,3,2.33,2,1.53,0.15,
D06766,CHIL,21,3.86,4,1.35,1.61,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06766,GAMM,14,2.79,3,0.97,2.87,
D06766,NZMS,375,0.52,0.5,0.26,2.59,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06766,SIML,0,NA,NA,NA,0,
D06767,CHIL,12,3.67,3.5,1.5,0.85,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06767,GAMM,2,2.5,2.5,0.71,0.26,
D06767,NZMS,197,0.5,0.5,0.04,0.75,
D06767,SIML,1,2,2,NA,0.02,
D06768,CHIL,12,4.17,4,1.85,1.24,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06768,GAMM,5,2.8,3,0.84,0.97,
D06768,NZMS,165,0.55,0.5,0.4,1.87,
D06768,SIML,2,3,3,0,0.11,
D06769,CHIL,10,4.3,4,1.49,0.99,
D06769,GAMM,5,2.2,2,1.3,0.73,
D06769,NZMS,305,0.51,0.5,0.12,1.36,
D06769,SIML,1,3,3,NA,0.05,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06770,CHIL,7,4.14,4,1.95,0.71,
D06770,GAMM,5,3.2,3,0.84,1.36,
D06770,NZMS,310,0.51,0.5,0.06,1.23,
D06770,SIML,0,NA,NA,NA,0,
D06771,CHIL,9,3.67,4,1,0.54,
D06771,GAMM,7,2.86,3,0.38,1.25,
D06771,NZMS,144,0.52,0.5,0.21,0.84,
D06771,SIML,2,4.5,4.5,3.54,0.72,
D06772,CHIL,14,3.36,3.5,1.34,0.77,
D06772,GAMM,7,3.43,4,0.79,2.27,
D06772,NZMS,209,0.52,0.5,0.25,1.4,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06772,SIML,0,NA,NA,NA,0,
D06773,CHIL,17,3,3,1.06,0.67,
D06773,GAMM,14,2.07,2,1.14,1.73,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06773,NZMS,223,0.5,0.5,0,0.83,
D06773,SIML,1,2,2,NA,0.02,
D06774,CHIL,15,3.13,3,1.13,0.65,
D06774,GAMM,4,2,2,0.82,0.33,
D06774,NZMS,415,0.5,0.5,0,1.54,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06774,SIML,0,NA,NA,NA,0,
D06775,CHIL,10,3.7,3.5,1.57,0.73,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06775,GAMM,7,2.71,2,1.38,1.71,
D06775,NZMS,365,0.5,0.5,0,1.35,
D06775,SIML,0,NA,NA,NA,0,
D06776,CHIL,26,3.54,3.5,1.21,1.58,
D06776,GAMM,9,3,3,1.41,2.76,
D06776,NZMS,224,0.5,0.5,0,0.83,
D06776,SIML,1,4,4,NA,0.13,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06777,CHIL,26,3.38,3,1.63,1.76,
D06777,GAMM,10,3.6,4,1.07,4.04,
D06777,NZMS,400,0.52,0.5,0.17,2.08,
D06777,SIML,2,3,3,0,0.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06778,CHIL,0,NA,NA,NA,0,
D06778,GAMM,1,2,2,NA,0.06,
D06778,NZMS,3,1.67,2,0.58,0.24,
D06778,SIML,0,NA,NA,NA,0,
D06779,CHIL,0,NA,NA,NA,0,
D06779,GAMM,1,3,3,NA,0.2,
D06779,NZMS,1,1,1,NA,0.02,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06779,SIML,0,NA,NA,NA,0,
D06780,CHIL,4,4.5,4,1.91,0.47,
D06780,GAMM,0,NA,NA,NA,0,
D06780,NZMS,44,0.53,0.5,0.13,0.21,
D06780,SIML,0,NA,NA,NA,0,
D06781,CHIL,3,4,3,1.73,0.25,
D06781,GAMM,0,NA,NA,NA,0,
D06781,NZMS,2,1,1,0,0.04,
D06781,SIML,0,NA,NA,NA,0,
